Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order_Year,Order_Month,Order_Month_Name,Order_Day,Order_Weekday,Order_Weekday_Name,Shipping_Delay,Log_Sales,Scaled_Sales
US-2015-140452,2015-06-12,2015-10-12,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,35.04,2015,6,June,12,4,Friday,122,3.584629432740137,0.00197058252417198
US-2015-140452,2015-06-12,2015-10-12,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.776,2015,6,June,12,4,Friday,122,2.4660635619865205,0.000584020223786035
US-2015-140452,2015-06-12,2015-10-12,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,4.6,2015,6,June,12,4,Friday,122,1.7227665977411035,0.00023109371673099078
US-2015-140452,2015-06-12,2015-10-12,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2015,6,June,12,4,Friday,122,3.588174749992304,0.001977897063178302
CA-2016-141936,2016-07-08,2016-12-08,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Bakersfield,California,93309.0,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19.152,2016,7,July,8,4,Friday,153,3.003303539050309,0.0010626653700122415
CA-2015-149538,2015-04-04,2015-08-04,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.0,South,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,232.55,2015,4,April,4,5,Saturday,122,5.453396186948117,0.013257259079942997
CA-2015-149538,2015-04-04,2015-08-04,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.0,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2015,4,April,4,5,Saturday,122,4.6149224774307696,0.005681568173160739
CA-2015-149538,2015-04-04,2015-08-04,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.0,South,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,2015,4,April,4,5,Saturday,122,3.017493765335504,0.0010791230827764664
CA-2015-149538,2015-04-04,2015-08-04,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.0,South,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,12.96,2015,4,April,4,5,Saturday,122,2.6361960973342264,0.000708824545581407
CA-2016-154886,2016-08-11,2016-12-11,Standard Class,SW-20455,Shaun Weien,Consumer,United States,San Francisco,California,94109.0,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,119.9,2016,8,August,11,3,Thursday,122,4.794963757620747,0.006819893306019625
CA-2017-111213,2017-01-04,2017-05-04,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,2017,1,January,4,2,Wednesday,120,7.184243938273986,0.07525609172523344
CA-2017-111213,2017-01-04,2017-05-04,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.0,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,63.84,2017,1,January,4,2,Wednesday,120,4.171922696867475,0.0036163538005944663
CA-2017-111213,2017-01-04,2017-05-04,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,2017,1,January,4,2,Wednesday,120,1.5243156590172655,0.0001734917220562038
CA-2018-161333,2018-02-02,2018-07-02,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045.0,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2018,2,February,2,4,Friday,150,4.468892167695464,0.004897541023420582
CA-2018-161333,2018-02-02,2018-07-02,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045.0,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,2018,2,February,2,4,Friday,150,4.941928096086465,0.007913645466808736
CA-2018-161333,2018-02-02,2018-07-02,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,2018,2,February,2,4,Friday,150,3.86702563949741,0.0026426057953778284
CA-2018-125101,2018-06-03,2018-10-03,Second Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94109.0,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,2018,6,June,3,6,Sunday,122,4.23091300500412,0.0038415044543828204
US-2016-124219,2016-07-08,2016-08-08,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122.0,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.4,2016,7,July,8,4,Friday,31,3.380994674344636,0.0015911408132190177
US-2016-124219,2016-07-08,2016-08-08,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122.0,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,2016,7,July,8,4,Friday,31,5.3656956018779844,0.012136648846240047
CA-2016-161627,2016-06-07,2016-11-07,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104.0,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.352,2016,6,June,7,1,Tuesday,153,5.1437199202688415,0.009702964571230295
CA-2016-107741,2016-08-03,2016-10-03,First Class,FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,81001.0,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,2016,8,August,3,2,Wednesday,61,1.4834210718506133,0.00016297707223461566
CA-2017-148908,2017-05-11,2017-08-11,First Class,JH-15985,Joseph Holt,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.248,2017,5,May,11,3,Thursday,92,3.993566125381541,0.003011075697821307
US-2018-141943,2018-05-05,2018-09-05,Standard Class,DK-12985,Darren Koutras,Consumer,United States,San Francisco,California,94122.0,West,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2018,5,May,5,5,Saturday,123,3.184698373066614,0.0012917018726477042
CA-2017-103982,2017-03-03,2017-08-03,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.0,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,2017,3,March,3,4,Friday,153,8.276667441204266,0.22455154732786747
CA-2017-103982,2017-03-03,2017-08-03,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.0,Central,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,2017,3,March,3,4,Friday,153,1.1951338556587316,9.9889173305087e-05
CA-2017-103982,2017-03-03,2017-08-03,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.0,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,2017,3,March,3,4,Friday,153,6.070682299214611,0.0246534251414649
CA-2017-103982,2017-03-03,2017-08-03,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.0,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,2017,3,March,3,4,Friday,153,3.7546671946519394,0.0023523100285644176
CA-2018-145653,2018-01-09,2018-01-09,Same Day,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205.0,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,498.26,2018,1,January,9,1,Tuesday,0,6.213127002140394,0.02844121345002004
CA-2018-146367,2018-04-08,2018-08-08,Standard Class,HM-14860,Harry Marie,Corporate,United States,Carrollton,Texas,75007.0,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2018,4,April,8,6,Sunday,122,1.4627923320926155,0.0001578340369957954
CA-2017-156265,2017-02-08,2017-04-08,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,California,90032.0,West,FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.464,2017,2,February,8,2,Wednesday,59,4.923362064644444,0.007766440369306502
CA-2017-156265,2017-02-08,2017-04-08,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,California,90032.0,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,333.576,2017,2,February,8,2,Wednesday,59,5.812864058544444,0.01903037328035474
CA-2017-156265,2017-02-08,2017-04-08,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,12.544,2017,2,February,8,2,Wednesday,59,2.6059436448308344,0.00068505229381086
US-2018-110989,2018-03-11,2018-05-11,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Seattle,Washington,98105.0,West,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,43.5,2018,3,March,11,6,Sunday,61,3.7954891891721947,0.002454027836621085
US-2015-131982,2015-07-03,2015-11-03,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Des Moines,Washington,98198.0,West,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.648,2015,7,July,3,4,Friday,123,4.688113298801767,0.006119754775508225
CA-2016-125185,2016-05-03,2016-07-03,Second Class,AH-10195,Alan Haines,Corporate,United States,Bethlehem,Pennsylvania,18018.0,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",99.372,2016,5,May,3,1,Tuesday,61,4.608883283899974,0.005646824112880708
CA-2016-125185,2016-05-03,2016-07-03,Second Class,AH-10195,Alan Haines,Corporate,United States,Bethlehem,Pennsylvania,18018.0,East,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,33.568,2016,5,May,3,1,Tuesday,61,3.542928398629632,0.001886465325599275
US-2018-114034,2018-03-01,2018-08-01,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Rancho Cucamonga,California,91730.0,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,38.88,2018,3,March,1,3,Thursday,153,3.6858749450936377,0.0021900186943616447
US-2018-115595,2018-09-10,2018-11-10,First Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90032.0,West,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.2,2018,9,September,10,0,Monday,61,3.5890591188317256,0.0019797256979298826
CA-2015-105165,2015-07-09,2015-10-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,2015,7,July,9,3,Thursday,92,5.287135077145467,0.011212959717347927
CA-2015-105165,2015-07-09,2015-10-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",2.92,2015,7,July,9,3,Thursday,92,1.366091653802371,0.00013509039227301242
CA-2015-105165,2015-07-09,2015-10-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",200.795,2015,7,July,9,3,Thursday,92,5.307252330605616,0.011442624813179245
CA-2015-105165,2015-07-09,2015-10-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.688,2015,7,July,9,3,Thursday,92,3.8646797939176256,0.0026362055737472966
CA-2015-105165,2015-07-09,2015-10-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,21.864,2015,7,July,9,3,Thursday,92,3.1295636211875117,0.0012176421652086923
CA-2018-144484,2018-11-09,2018-11-09,Same Day,CB-12025,Cassandra Brandow,Consumer,United States,San Francisco,California,94110.0,West,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32.36,2018,11,November,9,4,Friday,0,3.507357577490546,0.0018174343637271096
CA-2018-144484,2018-11-09,2018-11-09,Same Day,CB-12025,Cassandra Brandow,Consumer,United States,San Francisco,California,94110.0,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,2018,11,November,9,4,Friday,0,6.01028630134857,0.023203317783461533
CA-2016-162887,2016-07-11,2016-09-11,Second Class,SV-20785,Stewart Visinsky,Consumer,United States,Burlington,Vermont,,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,2016,7,July,11,0,Monday,62,6.5739594575643325,0.04083821416901637
US-2018-104094,2018-07-09,2018-11-09,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Milwaukee,Wisconsin,53209.0,Central,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.48,2018,7,July,9,0,Monday,123,2.6727683869575705,0.0007385398602945907
CA-2018-152709,2018-07-10,2018-12-10,Standard Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234.0,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2018,7,July,10,1,Tuesday,153,4.460375601084858,0.0048552538447902815
CA-2016-105158,2016-05-09,2016-10-09,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901.0,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2016,5,May,9,0,Monday,153,1.9685099809725544,0.00032023966087054215
CA-2016-105158,2016-05-09,2016-10-09,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901.0,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,36.84,2016,5,May,9,0,Monday,153,3.6333667441836774,0.0020734432289483853
CA-2018-105991,2018-05-05,2018-06-05,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,80027.0,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.24,2018,5,May,5,5,Saturday,31,3.1018924693823817,0.0011819837875528718
CA-2018-105991,2018-05-05,2018-06-05,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,80027.0,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",9.552,2018,5,May,5,5,Saturday,31,2.3563154154150134,0.0005140749445380794
CA-2018-105991,2018-05-05,2018-06-05,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,80027.0,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,89.991,2018,5,May,5,5,Saturday,31,4.510760600526913,0.005110748406487675
CA-2018-142174,2018-04-03,2018-09-03,Standard Class,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77041.0,Central,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,89.568,2018,4,April,3,1,Tuesday,153,4.506100949775808,0.00508657614086522
CA-2017-154060,2017-02-05,2017-08-05,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Greensboro,North Carolina,27405.0,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",187.056,2017,2,February,5,6,Sunday,181,5.236739790815217,0.010657511911555338
US-2018-162558,2018-02-10,2018-05-10,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918.0,South,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808,2018,2,February,10,5,Saturday,89,2.5500699756944134,0.0006429936945245075
US-2018-162558,2018-02-10,2018-05-10,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918.0,South,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,9.656,2018,2,February,10,5,Saturday,89,2.366123113798033,0.0005200180074807163
US-2018-162558,2018-02-10,2018-05-10,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918.0,South,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,20.736,2018,2,February,10,5,Saturday,89,3.0789698721240466,0.0011531827902154783
US-2018-162558,2018-02-10,2018-05-10,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918.0,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,2018,2,February,10,5,Saturday,89,3.344979701663927,0.00153171018379265
US-2018-162558,2018-02-10,2018-05-10,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918.0,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,2018,2,February,10,5,Saturday,89,7.747215073256331,0.1322080067458336
US-2018-162558,2018-02-10,2018-05-10,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918.0,South,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',34.236,2018,2,February,10,5,Saturday,89,3.5620682872475493,0.0019246380760385186
US-2018-162558,2018-02-10,2018-05-10,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918.0,South,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",19.76,2018,2,February,10,5,Saturday,89,3.033028058297688,0.001097409430292272
CA-2016-119508,2016-04-12,2016-09-12,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712.0,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9,2016,4,April,12,1,Tuesday,153,2.884800712846709,0.0009339751993697609
CA-2016-119508,2016-04-12,2016-09-12,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712.0,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",25.08,2016,4,April,12,1,Tuesday,153,3.261168737058452,0.0014014199577425366
CA-2015-130813,2015-06-01,2015-08-01,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44,2015,6,June,1,0,Monday,61,3.017493765335504,0.0010791230827764664
CA-2016-120320,2016-05-03,2016-09-03,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,77036.0,Central,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,31.92,2016,5,May,3,1,Tuesday,123,3.494080375808869,0.0017922906358928772
CA-2017-123120,2017-04-09,2017-08-09,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011.0,East,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,2017,4,April,9,6,Sunday,122,4.1734637666747,0.003622068284193155
CA-2017-123120,2017-04-09,2017-08-09,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011.0,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,60.6,2017,4,April,9,6,Sunday,122,4.120661870539474,0.0034312045319969367
CA-2017-123120,2017-04-09,2017-08-09,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,10011.0,East,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,22.72,2017,4,April,9,6,Sunday,122,3.1663185741295248,0.0012665581448134716
CA-2016-149811,2016-04-01,2016-10-01,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125.0,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,2016,4,April,1,4,Friday,183,3.506757877322648,0.001816291467007372
CA-2016-149811,2016-04-01,2016-10-01,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125.0,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,2016,4,April,1,4,Friday,183,3.711130063048756,0.0022483064270682742
CA-2017-123932,2017-06-09,2017-12-09,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,41.92,2017,6,June,9,4,Friday,183,3.759337917762498,0.002363738995761796
CA-2017-123932,2017-06-09,2017-12-09,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,75217.0,Central,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,329.584,2017,6,June,9,4,Friday,183,5.800860787361554,0.018802251095095066
US-2017-101616,2017-03-09,2017-06-09,First Class,CY-12745,Craig Yedwab,Corporate,United States,Monroe,Louisiana,71203.0,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,2017,3,March,9,3,Thursday,92,4.480513581388536,0.004955828756127212
CA-2015-150490,2015-05-08,2015-11-08,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122.0,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,2015,5,May,8,4,Friday,184,2.854168709232204,0.0009031169879368394
CA-2015-150490,2015-05-08,2015-11-08,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,15.78,2015,5,May,8,4,Friday,184,2.8201877010390604,0.000869972983064442
CA-2015-150490,2015-05-08,2015-11-08,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2015,5,May,8,4,Friday,184,3.849721979230767,0.002595747029868577
CA-2018-100951,2018-09-06,2018-10-06,First Class,NC-18625,Noah Childs,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,2018,9,September,6,3,Thursday,30,6.581692673660085,0.04115593945710348
US-2018-136721,2018-08-04,2018-12-04,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,48237.0,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2018,8,August,4,5,Saturday,122,5.616625632541578,0.015623626738160187
US-2018-136721,2018-08-04,2018-12-04,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,48237.0,Central,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,306.9,2018,8,August,4,5,Saturday,122,5.729775054930455,0.01750597763556841
CA-2015-125542,2015-05-12,2015-07-12,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.488,2015,5,May,12,1,Tuesday,61,5.856469226320465,0.01988251707459127
CA-2015-125542,2015-05-12,2015-07-12,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.736,2015,5,May,12,1,Tuesday,61,5.15753690565895,0.009839197860223045
CA-2017-149195,2017-05-09,2017-07-09,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070.0,Central,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,25.92,2017,5,May,9,1,Tuesday,61,3.2928695047765273,0.001449421619971526
CA-2017-149195,2017-05-09,2017-07-09,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070.0,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,15.808,2017,5,May,9,1,Tuesday,61,2.8218549635426995,0.0008715730384720751
CA-2017-149195,2017-05-09,2017-07-09,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070.0,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,10.368,2017,5,May,9,1,Tuesday,61,2.4308023907947995,0.0005607051307033832
CA-2018-163874,2018-10-11,2018-12-11,Second Class,NC-18535,Nick Crebassa,Corporate,United States,Seattle,Washington,98105.0,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.352,2018,10,October,11,3,Thursday,61,3.308789652337,0.001474108189117863
CA-2015-132542,2015-06-10,2015-08-10,Second Class,AM-10360,Alice McCarthy,Corporate,United States,Omaha,Nebraska,68104.0,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.36,2015,6,June,10,2,Wednesday,61,2.794839331174601,0.0008459721519499475
CA-2018-103009,2018-03-11,2018-05-11,Second Class,PJ-18835,Patrick Jones,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,26.4,2018,3,March,11,6,Sunday,61,3.3105430133940246,0.0014768511412452338
CA-2017-153598,2017-03-12,2017-06-12,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045.0,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,2017,3,March,12,6,Sunday,92,7.409106158785584,0.09425434960776355
CA-2017-153598,2017-03-12,2017-06-12,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045.0,West,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.9,2017,3,March,12,6,Sunday,92,4.726502471155617,0.00636273461812449
CA-2017-113096,2017-02-09,2017-04-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,California,94122.0,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,2017,2,February,9,3,Thursday,59,3.861361090625918,0.0026271766896613677
CA-2015-136861,2015-05-09,2015-07-09,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,Florida,33710.0,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2015,5,May,9,5,Saturday,61,3.496022595404599,0.0017959479053960383
CA-2015-103317,2015-05-07,2015-08-07,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137.0,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2015,5,May,7,3,Thursday,92,3.021400020302569,0.0010836946696554178
